Global Company Key,Data Date,Data Year - Fiscal,Ticker Symbol,CUSIP,Company Name,Fiscal Year-end Month,Current Assets - Total,Assets - Total,Book Value Per Share,Cash,Cost of Goods Sold,Common Shares Outstanding,Debt in Current Liabilities - Total,Long-Term Debt - Total,Dividends - Total,Earnings Before Interest and Taxes,Employees,Gross Profit (Loss),Invested Capital - Total,Inventories - Total,Current Liabilities - Total,Liabilities - Total,Net Income (Loss),"Property, Plant and Equipment - Total (Gross)",Retained Earnings,Receivables - Total,Sales/Turnover (Net),Stockholders Equity - Parent,Interest and Related Expense - Total,Market Value - Total - Fiscal,Price Close - Annual - Fiscal,Standard Industry Classification Code 
33720,20191231,2019,RUBY,78116T103,RUBIUS THERAPEUTICS INC,12,289.266,394.841,3.427,91.898,0,80.016,10.54,86.463,0,-169.601,0.223,0,360.676,0,33.76,120.628,-163.458,107.924,-312.665,0,0,274.213,3.29,760.152,9.5,2836
33721,20191231,2019,ALLK,01671P100,ALLAKOS INC,12,499.87,516.894,10.1858,38.367,0,48.668,0.41,8.112,0,-91.418,0.09,0,503.833,0,13.061,21.173,-85.372,16.221,-189.347,0,0,495.721,,4640.9805,95.36,2836
33724,20191231,2019,CNST,210373106,CONSTELLATION PHARMCTCL,12,386.989,399.13,8.0919,334.332,0,41.719,2.562,38.401,0,-86.055,0.106,0,375.985,0,22.755,61.546,-85.55,18.519,-319.393,0,0,337.584,2.115,1965.3821,47.11,2836
33749,20191231,2019,BNGO,09075F107,BIONANO GENOMICS INC,12,28.258,30.208,0.1054,17.311,5.641,34.274,20.085,0,0,-25.876,0.097,4.488,3.614,3.444,26.367,26.594,-29.815,8.223,-102.577,6.334,10.129,3.614,2.286,42.4998,1.24,3841
33759,20191231,2019,TENB,88025T102,TENABLE HOLDINGS INC,12,362.962,558.612,1.0032,74.363,53.938,98.587,5.209,40.663,0,-86.829,1.477,300.648,139.568,0,327.643,459.707,-99.013,87.404,-565.071,94.827,354.586,98.905,,2362.1445,23.96,7370
33767,20190930,2019,SONO,83570H108,SONOS INC,9,679.109,761.605,2.5867,338.641,697.065,108.603,8.333,24.84,0,5.699,1.446,563.758,305.768,219.784,402.474,480.677,-4.766,216.521,-208.441,102.743,1260.823,280.928,2.499,1456.3662,13.41,3651
33861,20191231,2019,PDD,722304102,PINDUODUO INC -ADR,12,10484.193,10923.066,,828.405,910.351,1113.922,145.696,809.317,,-1226.225,,3418.512,4349.006,0,6572.999,7383.377,-1000.661,,-2419.536,150.937,4328.863,3539.689,20.948,,37.82,7370
33951,20191231,2019,FTDR,35905A109,FRONTDOOR INC,12,461,1250,-2.0983,427,687,85.309,10,993,0,262,2.3,678,814,0,364,1429,153,145,-209,11,1365,-179,62,4045.3528,47.42,1520
34015,20191231,2019,PRNB,74257L108,PRINCIPIA BIOPHARMA,12,319.745,382.736,10.8943,39.537,92.093,32.951,0,0,0,-58.765,0.103,-56.933,358.978,0,16.139,23.758,-53.792,12.169,-185.734,1.272,35.16,358.978,0,1805.0558,54.78,2836
34030,20191231,2019,HFFG,40417F109,HF FOODS GROUP INC,12,151.42,802.844,11.5717,14.538,319.889,52.145,63.552,32.421,0,9.451,1,68.273,640.078,77.533,110.446,195.187,5.39,83.324,15.824,54.23,388.162,603.408,1.661,1016.8275,19.5,5140
34039,20191231,2019,ARCE,G04553106,ARCO PLATFORM LTD,12,255.887,786.496,7.2217,12.165,25.362,54.939,26.223,4.73,,16.091,,117.148,401.485,9.978,102.541,389.741,-2.346,12.434,-24.223,86.162,142.51,396.755,15.182,2428.3038,44.2,8200
34055,20190131,2018,KLXE,48253L106,KLX ENERGY SERVS HLDNG,1,308.3,672.8,15.0752,163.8,328.5,22.6,0,242.2,0,52.5,1.4,166.8,582.9,15.4,85.2,332.1,14.4,424.6,-4.5,119.6,495.3,340.7,7.7,588.956,26.06,1389
34074,20191231,2019,QTT,74915J107,QUTOUTIAO INC -ADR,12,386.647,422.26,,49.952,235.621,253.256,5.488,178.882,,-395.45,,564.333,148.794,0,269.381,452.348,-386.138,,-700.905,115.607,799.954,-100.744,,,3.41,7370
34077,20191231,2019,ARVN,04335A105,ARVINAS INC,12,290.881,301.641,5.8939,9.211,92.938,38.461,0.674,3.714,0,-51.524,0.133,-49.962,230.4,0,32.813,74.955,-70.292,13.999,-372.449,6.281,42.976,226.686,0.086,1580.3625,41.09,2836
34082,20191231,2019,GRTS,39868T105,GRITSTONE ONCOLOGY,12,131.273,184.389,3.6976,57.408,97.56,36.333,2.505,20.985,0,-97.94,0.174,-93.195,155.329,0,19.5,50.045,-94.433,60.648,-220.964,0.482,4.365,134.344,,325.907,8.97,2836
34101,20191231,2019,UPWK,91688F104,UPWORK INC,12,280.635,446.38,2.2836,48.392,84.151,113.604,10.798,31.885,0,-18.732,0.57,216.411,291.309,0,149.098,186.956,-16.659,51.277,-171.957,30.156,300.562,259.424,1.306,1212.1547,10.67,7370
34102,20191231,2019,GH,40131M109,GUARDANT HEALTH INC,12,597.358,962.535,8.47,143.228,59.309,94.261,7.14,33.256,0,-81.949,0.622,155.066,881.249,15.181,72.734,114.542,-75.651,94.731,-351.698,47.986,214.375,798.393,1.181,7365.5545,78.14,2835
34118,20191231,2019,KOD,50015M109,KODIAK SCIENCES INC,12,339.23,358.866,7.7761,211.797,0,44.413,0.434,1.501,0,-49.19,0.039,0,346.86,0,11.711,13.507,-47.365,4.557,-158.121,0,0,345.359,0.008,3195.5154,71.95,2836
34135,20191231,2019,YMAB,984241109,Y MABS THERAPEUTICS INC,12,211.955,216.366,5.0066,207.136,0,39.728,0.516,1.714,0,-83.004,0.065,0,200.617,0,13.586,17.463,-81.028,,-165.813,0,0,198.903,0,1241.5,31.25,2836
34140,20191231,2019,SVMK,78489X103,SVMK INC,12,161.29,804.259,2.2196,131.035,38.059,136.054,10.281,296.284,0,-64.809,1.22,269.362,598.268,0,193.056,502.275,-73.859,153.694,-403.16,17.795,307.421,301.984,14.157,2431.285,17.87,7370
34161,20191231,2019,ALLO,19770106,ALLOGENE THERAPEUTICS,12,544.576,717.802,5.0619,175.126,0,124.267,1.676,51.349,0,-202.008,0.206,0,680.372,0,33.079,88.779,-184.594,106.416,-394.977,2.403,0,629.023,0,3228.4567,25.98,2836
34241,20190930,2019,TWST,90184D100,TWIST BIOSCIENCE CORP,9,160.135,186.994,4.6263,46.735,40.915,32.873,3.333,4.4,0,-106.65,0.414,13.47,156.482,7.33,30.354,34.912,-107.669,43.828,-318.343,12.104,54.385,152.082,1.294,785.0072,23.88,2836
34300,20191231,2019,VRRM,92511U102,VERRA MOBILITY CORP,12,272.438,1407.426,2.1322,131.513,144.77,159.15,31.749,867.816,0,103.258,0.779,303.967,1207.163,0,104.881,1068.079,33.343,143.753,-27.935,113.517,448.737,339.347,60.729,2226.5085,13.99,7374
34410,20191231,2019,MRNA,60770K107,MODERNA INC,12,1128.804,1589.422,3.4909,235.876,574.908,336.537,3.584,132.364,0,-545.72,0.83,-514.699,1307.174,0,143.115,414.612,-514.021,382.493,-1494.65,16.297,60.209,1174.81,6.612,6582.6637,19.56,2836
34414,20191231,2019,ALTM,02215L100,ALTUS MIDSTREAM COMPANY,12,31.737,1500.854,-4.7125,5.983,79.39,74.929,10.369,397.029,0,14.928,0,56.408,1300.553,4.027,33.692,597.33,-369.67,207.27,-392.899,20.656,135.798,-353.075,7.273,214.2969,2.86,4922
34439,20191231,2019,WTRH,930752100,WAITR HOLDINGS INC,12,41.117,178.973,0.2991,29.317,147.759,76.579,3.87,123.244,0,-79.348,10.585,43.916,146.152,0,31.988,156.065,-291.306,7.578,-362.237,3.272,191.675,22.908,9.408,24.6584,0.322,7370
34443,20191231,2019,DOW,260557103,DOW INC,12,16815,60524,18.2617,2367,34367,741.499,1442,17714,535,3556,36.5,8584,31808,6214,10679,46430,-1359,56982,6799,7596,42951,13541,1013,40582.2403,54.73,2821
34447,20191231,2019,BYND,8.862E+112,BEYOND MEAT INC,12,403.594,451.923,6.2377,275.988,192.435,61.576,11.072,19.788,0,4.38,0.472,105.462,403.878,81.596,47.697,67.833,-12.443,68.183,-142.115,40.08,297.897,384.09,3.071,4655.1456,75.6,2030
34562,20191231,2019,ORGO,68621F102,ORGANOGENESIS HOLDINGS INC,12,125.6,220.687,0.53,60.174,66.517,104.871,3.057,97.549,0,-29.459,0.835,194.464,153.132,22.918,59.894,165.104,-40.454,112.996,-171.007,39.359,260.981,55.583,9.074,504.4295,4.81,2836
34578,20191231,2019,GOSS,38341P102,GOSSAMER BIO INC,12,409.317,426.604,5.7189,135.089,0,61.635,2.354,37.196,0,-182.539,0.171,0,389.681,0,36.923,74.119,-180.307,16.942,-333.912,0,0,352.485,,963.3551,15.63,2836
34600,20191231,2019,TCRR,87808K106,TCR2 THERAPEUTICS INC,12,163.185,168.528,,65.296,0,23.981,0,0,,-51.382,,0,160.449,0,7.533,8.079,-47.599,,-182.449,0,0,160.449,0,342.4487,14.28,2836
34616,20191231,2019,ALEC,14442107,ALECTOR INC,12,357.437,421.913,2.8202,89.641,128.891,69.053,6.565,41.471,0,-113.246,0.121,-107.672,236.214,0,61.97,227.17,-105.385,67.741,-219.678,0,21.219,194.743,,1189.7832,17.23,2836
34636,20190630,2019,FOXA,35137L105,FOX CORP,6,6478,19509,16.0281,3234,7272,620.596,0,6751,143,2486,7.7,4117,16898,0,1712,9362,1595,3080,49,1967,11389,9947,203,22709.3583,36.64,4833
34746,20191231,2019,CYCN,23255M105,CYCLERION THERAPEUTICS,12,101.197,186.478,3.5412,94.895,0,27.598,3.42,70.5,0,-122.537,0.094,4.507,168.229,0,18.249,88.749,-123.008,101.352,-85.647,1.474,4.507,97.729,,75.0666,2.72,2836
34765,20191231,2019,CVET,22304C100,COVETRUS INC,12,1340,3361,11.2524,130,3220,111.621,81,1192,1174,-14,5.5,756,2458,636,829,2095,-1019,261,-1126,493,3976,1256,56,1473.3972,13.2,5912
34854,20191231,2019,SWAV,82489T104,SHOCKWAVE MEDICAL INC,12,216.697,231.938,6.1263,139.045,15.822,31.447,7.441,15.277,0,-51.839,0.284,27.105,207.93,12.074,24.008,39.285,-51.109,16.134,-177.939,7.377,42.927,192.653,0.944,1381.1522,43.92,3845
34873,20191231,2019,LYFT,55087P104,LYFT INC,12,3247.363,5691.383,9.432,358.319,2739.585,302.596,94.199,382.077,0,-2702.48,5.683,876.375,3236.161,0,2451.365,2837.299,-2602.241,671.766,-5544.846,0,3615.96,2854.084,,13017.6799,43.02,4100
34882,20191231,2019,SILK,82710M100,SILK ROAD MEDICAL INC,12,112.49,137.402,2.3001,39.181,15.215,31.255,0.769,48.579,0,-28.065,0.224,48.139,120.47,10.322,16.932,65.511,-52.415,7.684,-191.524,8.601,63.354,71.891,4.952,1262.0769,40.38,3845
34919,20191231,2019,TW,892672106,TRADEWEB MARKETS INC,12,,5095.334,15.183,460.711,446.417,222.524,0,30.955,35.936,189.819,0.919,329.149,4623.7,0,,502.589,126.121,,49.199,125.98,775.566,3378.588,,10313.9874,46.35,7370
34953,20191231,2019,PLMR,69753M105,PALOMAR HOLDINGS INC,12,,395.462,9.3125,33.119,66.112,23.469,0,0,5.12,46.368,0.077,47.184,218.556,0,,176.906,10.621,1.542,38.542,54.878,113.296,218.556,0.668,1184.9498,50.49,6331
34954,20190331,2018,CHNG,15912K100,CHANGE HEALTHCARE INC,3,5.563,1298.823,1896.9631,3.409,0,0.597,0,0,0,-1.159,14,0,1132.487,0,6.343,166.336,-52.012,0,-21.097,2.154,0,1132.487,0,,,7372
35005,20190131,2018,ZM,98980L101,ZOOM VIDEO COMUNICATIONS INC,1,276.719,354.565,,63.624,53.993,90.327,0,14.858,0,6.167,1.702,276.524,166.971,0,152.341,202.452,7.584,48.743,-25.288,63.613,330.517,152.113,,,,7370
35006,20191231,2019,TPTX,90041T108,TURNING POINT THERAPE INC,12,414.947,422.202,11.2586,48.188,0,35.915,1.236,3.819,0,-76.824,0.095,0,408.17,0,14.032,17.851,-72.131,7.753,-122.613,0,0,404.351,0,2237.1454,62.29,2836
35090,20191231,2019,NXTC,6.5343E+112,NEXTCURE INC,12,339.995,356.168,11.6908,34.091,41.141,27.499,1.667,3.333,0,-37.482,0.069,-34.794,324.817,0,15.042,34.684,-33.737,17.236,-81.072,0,6.347,321.484,0.209,1549.0187,56.33,2836
35091,20191231,2019,APLT,03828A101,APPLIED THERAPEUTICS INC,12,46.155,48.389,1.7595,18.85,0,18.532,0.356,1.683,0,-45.582,0.011,0,34.29,0,14.099,15.782,-45.513,,-66.772,0,0,32.607,,505.553,27.28,2836
35102,20191231,2019,CRTX,22053A107,CORTEXYME INC,12,106.056,124.37,4.2978,51.214,0,26.869,0,0,0,-39.168,0.023,0,115.478,0,8.892,8.892,-36.98,1.617,-69.745,0,0,115.478,0,1508.4257,56.14,2836
35168,20191231,2019,CTVA,22052L104,CORTEVA INC,12,13519,42397,32.4736,1764,7778,748.577,147,541,511,856,21,6068,25096,5032,8238,17842,-959,8427,-3695,5548,13846,24309,136,22127.9361,29.56,100
35182,20190131,2018,CRWD,22788C105,CROWDSTRIKE HOLDINGS INC,1,331.388,433.219,-10.0141,88.408,71.84,47.421,0,0,0,-136.864,1.455,177.984,70.119,0,281.42,363.1,-140.077,100.423,-519.028,92.476,249.824,70.119,0.428,,,7370
35264,20191231,2019,BBIO,10806X102,BRIDGEBIO PHARMA INC,12,568.622,631.679,3.3031,363.773,305.3,123.658,0,91.791,0,-264.74,0.248,-264.74,567.767,0,60.385,155.703,-260.587,,-439.777,0,40.56,408.454,8.765,4334.2129,35.05,2836
35279,20191231,2019,ADPT,00650F109,ADAPTIVE BIOTECH CORP,12,612.69,912.302,4.5596,96.576,16.181,125.238,0,36.607,0,-78.391,0.453,68.89,607.646,9.069,78.313,341.263,-68.606,78.471,-364.807,12.676,85.071,571.039,,3747.121,29.92,2835
35288,20191231,2019,REAL,88339P101,REALREAL INC (THE),12,408.439,466.93,3.9469,154.446,101.423,85.872,0.098,0.109,0,-95.267,2.353,216.614,339.037,23.599,118.546,128.002,-96.746,88.624,-354.498,7.779,318.037,338.928,0.616,1618.6872,18.85,7370
35290,20191231,2019,KRTX,48576A100,KARUNA THERPEUTICS INC,12,392.706,393.024,14.9893,208.929,0,26.013,0,0,0,-45.405,0.019,0,389.916,0,2.958,3.108,-43.957,0.252,-75.507,0,0,389.916,0.974,1959.8194,75.34,2834
35378,20191231,2019,AFYA,G01125106,AFYA LTD,12,276.584,724.557,,234.651,63.198,89.744,18.982,66.815,,51.051,,123.543,592.666,0.978,82.9,198.706,38.291,112.095,28.837,32.82,186.741,513.752,15.868,2433.8573,27.12,8200
35391,20191231,2019,HCAT,42225T107,HEALTH CATALYST INC,12,264.239,302.36,5.4703,18.032,75.237,36.679,2.806,49.854,0,-54.419,0.9,79.704,250.498,0,48.217,101.716,-60.096,17.877,-610.442,27.57,154.941,200.644,6.261,1272.7613,34.7,7370
35394,20191231,2019,LVGO,539183103,LIVONGO HEALTH INC,12,487.507,560.561,5.3238,241.738,41.312,95.301,0,0,0,-59.302,0.615,128.886,507.364,28.983,41.875,53.197,-55.27,15.454,-164.198,41.379,170.198,507.364,0,2388.2431,25.06,3845
35543,20191231,2019,OPCH,68404L201,OPTION CARE HEALTH INC,12,558.654,2589.547,1.2838,67.056,1820.868,706.368,29.641,1335.488,0,37.855,5.903,489.549,2242.315,115.876,330.004,1682.72,-75.92,275.322,-99.15,324.416,2310.417,906.827,73.724,2634.7526,3.73,8090
35544,20191231,2019,INMD,M5425M103,INMODE LTD,12,213.208,218.385,5.368,44.727,19.936,32.799,0.672,0.744,0,59.618,0.251,136.425,180.547,9.408,32.494,38.582,61.145,3.525,94.11,10.438,156.361,176.066,,1285.7208,39.2,3845
35600,20191231,2019,SWTX,85205L107,SPRINGWORKS THERAPEUTICS INC,12,331.361,334.831,7.489,327.652,0,43.006,0,0,0,-59.239,0.056,0,322.072,0,11.97,12.759,-58.306,1.008,-73.029,0,0,322.072,,1655.3009,38.49,2836
35602,20191231,2019,SDC,83192H106,SMILEDIRECTCLUB INC,12,590.488,885.645,3.2244,318.458,167.204,103.304,35.376,173.15,,-480.381,6.3,583.224,631.435,18.431,206.856,427.36,-114.513,216.908,-114.785,239.413,750.428,333.119,15.734,902.877,8.74,3843
35620,20191231,2019,DDOG,23804L103,DATADOG INC,12,903.942,1038.041,2.6396,597.297,76.579,296.387,11.916,48.51,0,-25.147,1.403,286.201,830.851,0,200.239,255.7,-16.71,106.489,-123.483,104.972,362.78,782.341,,11197.5009,37.78,7370
35627,20190630,2019,PTON,70614W100,PELOTON INTERACTIVE INC,6,581.6,864.5,,162.1,509.7,25.302,0,147.1,0,-202.2,1.954,405.3,549.6,136.6,290.8,462,-195.6,275.4,-629.3,18.5,915,402.5,,,,3949
35630,20191231,2019,VIE,926613100,VIELA BIO INC,12,351.038,384.054,8.5932,200.851,0,41.255,0,0,0,-89.691,0.139,50,354.511,0,29.543,29.543,-86.429,1.701,-276.694,30,50,354.511,0,1120.0733,27.15,2836
35638,20191231,2019,VIR,92764N102,VIR BIOTECHNOLOGY INC,12,402.995,512.071,3.9382,109.335,175.923,107.649,0.237,0.9,0,-172.349,0.229,-167.832,424.842,0,59.206,88.129,-174.683,21.14,-369.12,0,8.091,423.942,,1353.6862,12.575,2836
35639,20191231,2019,IGMS,449585108,IGM BIOSCIENCES INC,12,231.1,261.35,7.8803,35.891,0,30.485,2.483,12.244,0,-44.498,0.064,0,252.475,0,8.875,21.119,-43.133,19.283,-107.162,0.035,0,240.231,,1163.3076,38.16,2836
35640,20191231,2019,TXG,88025U109,10X GENOMICS INC,12,480.84,605.923,4.3649,424.166,54.333,96.242,9.882,19.837,0,-29.071,0.584,191.56,439.92,15.27,63.049,185.84,-31.251,67.876,-262.413,33.371,245.893,420.083,3.079,7338.4525,76.25,2835
35642,20191231,2019,PNTG,7.0805E+113,PENNANT GROUP INC (THE),12,38.683,447.75,2.5531,0.402,293.411,27.853,12.285,322.57,0,20.086,4.7,45.12,393.681,0,51.192,376.639,2.546,342.756,-3.799,32.183,338.531,71.111,0.41,921.0987,33.07,8050
35708,20191231,2019,PGNY,7.434E+107,PROGYNY INC,12,132.444,150.434,1.3673,80.382,182.045,83.572,0,0,0,9.827,0.167,47.638,114.271,0,36.163,36.163,-8.569,4.216,-113.483,47.059,229.683,114.271,0.058,2294.0514,27.45,8090
35874,20191231,2019,REYN,76171L106,REYNOLDS CONSUMER PRODUCTS,12,570,4160,-5.262,102,2097,155.455,29,4239,0,565,5.1,935,3421,418,378,4978,225,1221,,35,3032,-818,303,,,2673
35881,20191231,2019,XP,G98239109,XP INC,12,,10852.429,,16.354,376.987,551.8,3890.507,366.381,,366.987,,898.704,2146.633,125.629,,9072.177,268.802,,,175.476,1275.691,1779.615,20.997,21255.336,38.52,6211
36025,20191231,2019,ONEM,68269G107,1LIFE HEALTHCARE INC,12,196.891,427.148,-10.0345,27.39,167.618,18.951,15.857,120.497,0,-54.113,1.7,108.64,338.954,3.192,80.335,208.691,-52.554,247.3,-281.03,31.055,276.258,215.422,0.474,,,8011
36049,20191231,2019,PPD,69355F102,PPD INC,12,1819.014,5556.246,-9.656,345.187,2408.892,279.426,81.756,5761.9,1246,455.661,23,1622.125,3093.788,0,2107.073,8224.358,47.821,1225.952,-2690.225,1354.051,4031.017,-2698.148,316.977,,,8731
60800,20191231,2019,SBGI,829226109,SINCLAIR BROADCAST GP  -CL A,12,2913,17370,16.4049,1333,2163,91.558,109,12584,73,474,11.8,2077,15356,0,1134,14598,47,1781,490,1235,4240,1502,422,3052.5437,33.34,4833
60900,20191231,2019,DISH,25470M109,DISH NETWORK CORP,12,4015.1,33230.935,22.1102,2443.643,8503.225,523.039,1229.276,13053.024,0,1878.876,16,4304.459,25169.171,322.898,4496.091,21114.788,1399.512,7405.368,6612.284,588.358,12807.684,11564.521,1003.986,18552.1933,35.47,4841
60902,20191231,2019,HA,419879101,HAWAIIAN HOLDINGS INC,12,874.706,4126.624,23.4551,373.056,2060.369,46.122,158.354,1203.8,6.261,327.477,7.437,771.859,2285.596,37.63,1075.216,3044.828,223.984,3711.861,945.684,161.572,2832.228,1081.796,27.864,1350.9134,29.29,4512
60923,20190131,2018,PLAY,238337109,DAVE & BUSTER'S ENTMT INC,1,91.093,1273.187,10.3363,21.585,904.699,37.522,15,378.469,11.57,157.384,16.098,360.602,766.306,27.315,244.39,885.35,117.221,1383.515,353.279,12.622,1265.301,387.837,14.258,1930.5069,51.45,5810
60979,20191231,2019,WAB,929740108,WABTEC CORP,12,4192.1,18944.2,51.9382,604.2,5598.3,191.699,95.7,4333.6,82.1,1169.5,27.5,2724.7,14327.2,1773.1,3258,8950.6,326.7,2216,2884.4,1663.9,8323,9956.5,219.1,14914.1822,77.8,3743
61155,20191231,2019,AAWW,49164205,ATLAS AIR WORLDWIDE HLDG INC,12,632.531,5385.641,69.2737,103.029,2103.657,25.871,537.754,2377.734,0,193.611,3.587,635.532,4169.913,48.3,1099.162,3593.462,-293.113,5262.242,1244.025,290.119,2739.189,1792.179,120.33,713.2635,27.57,4522
61181,20191231,2019,IART,457985208,INTEGRA LIFESCIENCES HOLDNGS,12,858.168,3303.24,16.4986,198.911,445.28,85.87,57.253,1400.565,0,260.867,4,1072.277,2817.301,316.054,331.309,1886.504,50.201,716.535,322.172,283.976,1517.557,1416.736,57.057,5004.5036,58.28,3842
61188,20191231,2019,SVC,81761L102,SERVICE PROPERTIES TRUST,12,,9033.967,15.2275,27.633,1887.028,164.563,0,6137.587,353.619,377.046,0,433.48,8643.465,0,,6528.089,259.75,0,-2043.297,68.653,2320.508,2505.878,225.126,4003.8178,24.33,6798
61214,20191231,2019,ASML,N07059210,ASML HOLDING NV,12,13613.31,25394.545,33.6598,3963.886,7009.938,419.811,62.393,3671.333,1487.678,3131.788,24.9,6254.261,17802.082,4274.619,5267.638,11263.796,2909.034,5192.227,10999.186,2998.247,13264.199,14130.749,41.072,,295.94,3559
61302,20191231,2019,ACGL,G0450A105,ARCH CAPITAL GROUP LTD,12,,37885.361,26.4223,726.23,4775.394,405.619,66.257,2506.432,41.612,1882.841,4.3,2030.612,14821.984,0,,25569.809,1636.319,,11233.097,8387.063,6806.006,11497.371,120.872,17396.9989,42.89,6331
61356,20191231,2019,NOVT,67000B104,NOVANTA INC,12,304.512,869.736,11.9015,78.944,340.321,35.052,11.381,264.287,0,73.126,2.29,285.778,681.459,116.618,134.846,452.564,40.773,190.027,-56.432,91.078,626.099,417.172,8.493,3099.9989,88.44,3679
61380,20191231,2019,ERIE,29530P102,ERIE INDEMNITY CO,12,891.404,2016.24,21.6725,336.739,2103.146,52.29,13.268,106.507,170.68,357.339,5.7,374.152,1239.76,0,587.712,882.987,316.821,382.764,2260.69,474.531,2477.298,1133.253,5.256,8862.574,166,6411
61388,20191231,2019,RE,G3223R108,EVEREST RE GROUP LTD,12,,27324.051,223.8517,808.036,7100.489,40.799,0,803.741,234.322,1024.865,1.603,1024.865,9936.666,0,,18191.126,1009.461,,10334.723,4217.053,8125.354,9132.925,31.693,11294.7952,276.84,6331
61399,20190630,2019,MYGN,62855J104,MYRIAD GENETICS INC,6,348.6,1562.7,14.815,93.2,182.6,73.5,0,233.5,0,52.8,2.6,668.5,1322.4,31.4,117.8,473.8,4.6,169.2,20.2,138.6,851.1,1088.9,12,2041.83,27.78,2835
61420,20191231,2019,POOL,73278L105,POOL CORP,12,973.568,1483.266,10.2356,28.583,2245.751,40.074,68.07,621.672,83.772,341.246,4.5,953.766,1031.852,702.274,390.846,1073.086,261.575,450.321,-75.099,226.539,3199.517,410.18,,8510.9161,212.38,5090
61483,20191231,2019,DVA,23918K108,DAVITA INC,12,3690.17,17311.394,16.9529,1102.372,7914.485,125.843,474.62,10701.326,0,1755.53,65,3473.994,14200.944,97.949,2372.098,13811.776,810.981,10272.997,1384.24,2305.065,11388.479,2133.409,471.146,9442.0003,75.03,8090
61487,20191231,2019,BANR,06652V208,BANNER CORP,12,,12604.031,44.5859,234.359,66.768,35.752,418.474,335.122,66.364,236.628,2.198,540.86,1929.156,211.261,,11009.997,146.278,,220.094,9204.798,607.628,1594.034,,2020.9987,56.59,6020
61490,20191231,2019,OPK,68375N103,OPKO HEALTH INC,12,324.045,2309.272,2.4107,85.452,543.484,669.829,24.4,291.574,0,-196.507,6.096,358.451,1906.333,53.434,249.119,694.513,-314.925,302.936,-1533.147,157.687,901.935,1614.759,21.516,984.6486,1.47,8071
61494,20191231,2019,HSIC,806407102,HENRY SCHEIN INC,12,3226.502,7151.101,20.9137,106.097,6722.217,143.353,199.173,799.175,0,732.966,19,3263.586,4716.57,1428.799,2038.369,3233.706,694.734,1030.253,2948.842,1246.246,9985.803,2998.044,50.792,9564.5122,66.72,5047
61562,20191231,2019,AEIS,7973100,ADVANCED ENERGY INDS INC,12,866.738,1532.406,17.6421,346.441,461.116,38.358,35.812,412.065,0,84.557,10.917,327.832,1089.325,230.019,320.332,855.146,64.941,291.659,571.827,250.809,788.948,676.714,3.416,2731.0896,71.2,3679
61567,20190630,2019,EL,518439104,LAUDER (ESTEE) COS INC -CL A,6,7212,13156,12.1462,2987,2819,361.102,516,2896,612,2607,48,12047,7307,2006,4605,8745,1785,4831,9421,1831,14866,4386,133,66121.3872,183.11,2844
61574,20191231,2019,WAT,941848103,WATERS CORP,12,1312.491,2557.055,-3.4557,335.715,915.097,62.587,127.491,1647.678,0,724.649,7.467,1491.499,1431.397,320.551,591.334,2773.336,592.198,1081.019,6467.932,587.734,2406.596,-216.281,48.69,14623.4526,233.65,3826
61585,20191231,2019,FFIC,343873105,FLUSHING FINANCIAL CORP,12,,7017.776,20.5871,49.787,119.827,28.157,727.516,559.082,24.149,82.807,0.474,167.83,1138.754,0.239,,6438.104,41.279,,424.153,5750.455,287.657,579.672,,608.332,21.605,6020
61591,20190430,2018,NTAP,64110D104,NETAPP INC,4,5610,8741,4.5417,2325,2015,240,649,1144,403,1183,10.5,4131,2234,131,3867,7651,1169,2086,-43,1216,6146,1090,58,17484,72.85,3572
61676,20191231,2019,CTXS,177376100,CITRIX SYSTEMS INC,12,1512.732,4388.926,6.4402,545.761,333.724,130.067,47.025,952.308,182.947,558.365,8.4,2676.84,1789.964,15.898,1828.587,3551.27,681.813,1244.147,4655.018,732.559,3010.564,837.656,45.974,14424.4303,110.9,7372
61685,20190930,2019,NUAN,67020Y100,NUANCE COMMUNICATIONS INC,9,1255.213,5365.793,7.5368,560.961,687.859,285.93,1142.87,793.536,0,222.046,8.1,1135.233,2966.686,0,1845.076,3192.643,213.81,416.523,-426.385,308.601,1823.092,2155.006,119.185,4663.5183,16.31,7372
61693,20191231,2019,HTLF,42234Q102,HEARTLAND FINANCIAL USA INC,12,,13209.597,42.9963,206.607,97.257,36.704,191.331,291.685,24.607,262.717,1.908,531.605,1869.822,36.629,,11631.46,149.129,,701.576,8297.522,628.862,1578.137,,1825.657,49.74,6020
